Country,Category,Series,Data Type,Data,Values,Date,Regional Data,Survey Topic,Type of business,Economic segment,Inflation Type,Inflation sub segment
United Kingdom,Transport,Timeseries,Data Series,Bus (excl. London) %,46,15/03/2021,,,,,,
United Kingdom,Transport,Timeseries,Data Series,Bus (excl. London) %,46,16/03/2021,,,,,,
United Kingdom,Transport,Timeseries,Data Series,Bus (excl. London) %,44,17/03/2021,,,,,,
United Kingdom,Transport,Timeseries,Data Series,Bus (excl. London) %,45,18/03/2021,,,,,,
United Kingdom,Transport,Timeseries,Data Series,Bus (excl. London) %,44,19/03/2021,,,,,,
United Kingdom,Transport,Timeseries,Data Series,Bus (excl. London) %,34,20/03/2021,,,,,,
United Kingdom,Transport,Timeseries,Data Series,Bus (excl. London) %,35,21/03/2021,,,,,,
United Kingdom,Transport,Timeseries,Data Series,Bus (excl. London) %,47,22/03/2021,,,,,,
United Kingdom,Transport,Timeseries,Data Series,Bus (excl. London) %,47,23/03/2021,,,,,,
United Kingdom,Transport,Timeseries,Data Series,Bus (excl. London) %,44,24/03/2021,,,,,,
United Kingdom,Transport,Timeseries,Data Series,Bus (excl. London) %,45,25/03/2021,,,,,,
United Kingdom,Transport,Timeseries,Data Series,Bus (excl. London) %,43,26/03/2021,,,,,,
United Kingdom,Transport,Timeseries,Data Series,Bus (excl. London) %,35,27/03/2021,,,,,,
United Kingdom,Transport,Timeseries,Data Series,Bus (excl. London) %,33,28/03/2021,,,,,,
United Kingdom,Transport,Timeseries,Data Series,Bus (excl. London) %,42,29/03/2021,,,,,,
United Kingdom,Transport,Timeseries,Data Series,Bus (excl. London) %,45,30/03/2021,,,,,,
United Kingdom,Transport,Timeseries,Data Series,Bus (excl. London) %,42,31/03/2021,,,,,,
United Kingdom,Transport,Timeseries,Data Series,Bus (excl. London) %,43,01/04/2021,,,,,,
United Kingdom,Transport,Timeseries,Data Series,Bus (excl. London) %,35,02/04/2021,,,,,,
United Kingdom,Transport,Timeseries,Data Series,Bus (excl. London) %,35,03/04/2021,,,,,,
United Kingdom,Transport,Timeseries,Data Series,Bus (excl. London) %,34,04/04/2021,,,,,,
United Kingdom,Transport,Timeseries,Data Series,Bus (excl. London) %,33,05/04/2021,,,,,,
United Kingdom,Transport,Timeseries,Data Series,Bus (excl. London) %,36,06/04/2021,,,,,,
United Kingdom,Transport,Timeseries,Data Series,Bus (excl. London) %,33,07/04/2021,,,,,,
United Kingdom,Transport,Timeseries,Data Series,Bus (excl. London) %,34,08/04/2021,,,,,,
United Kingdom,Transport,Timeseries,Data Series,Bus (excl. London) %,34,09/04/2021,,,,,,
United Kingdom,Transport,Timeseries,Data Series,Bus (excl. London) %,34,10/04/2021,,,,,,
United Kingdom,Transport,Timeseries,Data Series,Bus (excl. London) %,38,11/04/2021,,,,,,
United Kingdom,Transport,Timeseries,Data Series,Bus (excl. London) %,51,12/04/2021,,,,,,
United Kingdom,Transport,Timeseries,Data Series,Bus (excl. London) %,52,13/04/2021,,,,,,
United Kingdom,Transport,Timeseries,Data Series,Bus (excl. London) %,49,14/04/2021,,,,,,
United Kingdom,Transport,Timeseries,Data Series,Bus (excl. London) %,51,15/04/2021,,,,,,
United Kingdom,Transport,Timeseries,Data Series,Bus (excl. London) %,51,16/04/2021,,,,,,
United Kingdom,Transport,Timeseries,Data Series,Bus (excl. London) %,52,17/04/2021,,,,,,
United Kingdom,Transport,Timeseries,Data Series,Bus (excl. London) %,54,18/04/2021,,,,,,
United Kingdom,Transport,Timeseries,Data Series,Bus (excl. London) %,59,19/04/2021,,,,,,
United Kingdom,Transport,Timeseries,Data Series,Bus (excl. London) %,61,20/04/2021,,,,,,
United Kingdom,Transport,Timeseries,Data Series,Bus (excl. London) %,57,21/04/2021,,,,,,
United Kingdom,Transport,Timeseries,Data Series,Bus (excl. London) %,60,22/04/2021,,,,,,
United Kingdom,Transport,Timeseries,Data Series,Bus (excl. London) %,59,23/04/2021,,,,,,
United Kingdom,Transport,Timeseries,Data Series,Bus (excl. London) %,56,24/04/2021,,,,,,
United Kingdom,Transport,Timeseries,Data Series,Bus (excl. London) %,57,25/04/2021,,,,,,
United Kingdom,Transport,Timeseries,Data Series,Bus (excl. London) %,61,26/04/2021,,,,,,
United Kingdom,Transport,Timeseries,Data Series,Bus (excl. London) %,62,27/04/2021,,,,,,
United Kingdom,Transport,Timeseries,Data Series,Bus (excl. London) %,59,28/04/2021,,,,,,
United Kingdom,Transport,Timeseries,Data Series,Bus (excl. London) %,60,29/04/2021,,,,,,
United Kingdom,Transport,Timeseries,Data Series,Bus (excl. London) %,61,30/04/2021,,,,,,
United Kingdom,Transport,Timeseries,Data Series,Bus (excl. London) %,58,01/05/2021,,,,,,
United Kingdom,Transport,Timeseries,Data Series,Bus (excl. London) %,63,02/05/2021,,,,,,
United Kingdom,Transport,Timeseries,Data Series,Bus (excl. London) %,54,03/05/2021,,,,,,
United Kingdom,Transport,Timeseries,Data Series,Bus (excl. London) %,61,04/05/2021,,,,,,
United Kingdom,Transport,Timeseries,Data Series,Bus (excl. London) %,60,05/05/2021,,,,,,
United Kingdom,Transport,Timeseries,Data Series,Bus (excl. London) %,60,06/05/2021,,,,,,
United Kingdom,Transport,Timeseries,Data Series,Bus (excl. London) %,61,07/05/2021,,,,,,
United Kingdom,Transport,Timeseries,Data Series,Bus (excl. London) %,44,08/05/2021,,,,,,
United Kingdom,Transport,Timeseries,Data Series,Bus (excl. London) %,60,09/05/2021,,,,,,
United Kingdom,Transport,Timeseries,Data Series,Bus (excl. London) %,61,10/05/2021,,,,,,
United Kingdom,Transport,Timeseries,Data Series,Bus (excl. London) %,64,11/05/2021,,,,,,
United Kingdom,Transport,Timeseries,Data Series,Bus (excl. London) %,60,12/05/2021,,,,,,
United Kingdom,Transport,Timeseries,Data Series,Bus (excl. London) %,60,13/05/2021,,,,,,
United Kingdom,Transport,Timeseries,Data Series,Bus (excl. London) %,60,14/05/2021,,,,,,
United Kingdom,Transport,Timeseries,Data Series,Bus (excl. London) %,54,15/05/2021,,,,,,
United Kingdom,Transport,Timeseries,Data Series,Bus (excl. London) %,59,16/05/2021,,,,,,
United Kingdom,Transport,Timeseries,Data Series,Bus (excl. London) %,63,17/05/2021,,,,,,
United Kingdom,Transport,Timeseries,Data Series,Bus (excl. London) %,66,18/05/2021,,,,,,
United Kingdom,Transport,Timeseries,Data Series,Bus (excl. London) %,63,19/05/2021,,,,,,
United Kingdom,Transport,Timeseries,Data Series,Bus (excl. London) %,61,20/05/2021,,,,,,
United Kingdom,Transport,Timeseries,Data Series,Bus (excl. London) %,59,21/05/2021,,,,,,
United Kingdom,Transport,Timeseries,Data Series,Bus (excl. London) %,62,22/05/2021,,,,,,
United Kingdom,Transport,Timeseries,Data Series,Bus (excl. London) %,64,23/05/2021,,,,,,
United Kingdom,Transport,Timeseries,Data Series,Bus (excl. London) %,62,24/05/2021,,,,,,
United Kingdom,Transport,Timeseries,Data Series,Bus (excl. London) %,65,25/05/2021,,,,,,
United Kingdom,Transport,Timeseries,Data Series,Bus (excl. London) %,62,26/05/2021,,,,,,
United Kingdom,Transport,Timeseries,Data Series,Bus (excl. London) %,65,27/05/2021,,,,,,
United Kingdom,Transport,Timeseries,Data Series,Bus (excl. London) %,64,28/05/2021,,,,,,
United Kingdom,Transport,Timeseries,Data Series,Bus (excl. London) %,66,29/05/2021,,,,,,
United Kingdom,Transport,Timeseries,Data Series,Bus (excl. London) %,80,30/05/2021,,,,,,
United Kingdom,Transport,Timeseries,Data Series,Bus (excl. London) %,73,31/05/2021,,,,,,
United Kingdom,Transport,Timeseries,Data Series,Bus (excl. London) %,58,01/06/2021,,,,,,
United Kingdom,Transport,Timeseries,Data Series,Bus (excl. London) %,54,02/06/2021,,,,,,
United Kingdom,Transport,Timeseries,Data Series,Bus (excl. London) %,55,03/06/2021,,,,,,
United Kingdom,Transport,Timeseries,Data Series,Bus (excl. London) %,54,04/06/2021,,,,,,
United Kingdom,Transport,Timeseries,Data Series,Bus (excl. London) %,65,05/06/2021,,,,,,
United Kingdom,Transport,Timeseries,Data Series,Bus (excl. London) %,70,06/06/2021,,,,,,
United Kingdom,Transport,Timeseries,Data Series,Bus (excl. London) %,63,07/06/2021,,,,,,
United Kingdom,Transport,Timeseries,Data Series,Bus (excl. London) %,67,08/06/2021,,,,,,
United Kingdom,Transport,Timeseries,Data Series,Bus (excl. London) %,63,09/06/2021,,,,,,
United Kingdom,Transport,Timeseries,Data Series,Bus (excl. London) %,64,10/06/2021,,,,,,
United Kingdom,Transport,Timeseries,Data Series,Bus (excl. London) %,64,11/06/2021,,,,,,
United Kingdom,Transport,Timeseries,Data Series,Bus (excl. London) %,66,12/06/2021,,,,,,
United Kingdom,Transport,Timeseries,Data Series,Bus (excl. London) %,75,13/06/2021,,,,,,
United Kingdom,Transport,Timeseries,Data Series,Bus (excl. London) %,63,14/06/2021,,,,,,
United Kingdom,Transport,Timeseries,Data Series,Bus (excl. London) %,67,15/06/2021,,,,,,
United Kingdom,Transport,Timeseries,Data Series,Bus (excl. London) %,63,16/06/2021,,,,,,
United Kingdom,Transport,Timeseries,Data Series,Bus (excl. London) %,63,17/06/2021,,,,,,
United Kingdom,Transport,Timeseries,Data Series,Bus (excl. London) %,61,18/06/2021,,,,,,
United Kingdom,Transport,Timeseries,Data Series,Bus (excl. London) %,65,19/06/2021,,,,,,
United Kingdom,Transport,Timeseries,Data Series,Bus (excl. London) %,68,20/06/2021,,,,,,
United Kingdom,Transport,Timeseries,Data Series,Bus (excl. London) %,61,21/06/2021,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
United Kingdom,Transport,Timeseries,Data Series,Cycling %,89,08/03/2020,,,,,,
United Kingdom,Transport,Timeseries,Data Series,Cycling %,105,09/03/2020,,,,,,
United Kingdom,Transport,Timeseries,Data Series,Cycling %,82,10/03/2020,,,,,,
United Kingdom,Transport,Timeseries,Data Series,Cycling %,118,11/03/2020,,,,,,
United Kingdom,Transport,Timeseries,Data Series,Cycling %,120,12/03/2020,,,,,,
United Kingdom,Transport,Timeseries,Data Series,Cycling %,99,13/03/2020,,,,,,
United Kingdom,Transport,Timeseries,Data Series,Cycling %,127,14/03/2020,,,,,,
United Kingdom,Transport,Timeseries,Data Series,Cycling %,93,15/03/2020,,,,,,
United Kingdom,Transport,Timeseries,Data Series,Cycling %,104,16/03/2020,,,,,,
United Kingdom,Transport,Timeseries,Data Series,Cycling %,77,17/03/2020,,,,,,
United Kingdom,Transport,Timeseries,Data Series,Cycling %,93,18/03/2020,,,,,,
United Kingdom,Transport,Timeseries,Data Series,Cycling %,91,19/03/2020,,,,,,
United Kingdom,Transport,Timeseries,Data Series,Cycling %,82,20/03/2020,,,,,,
United Kingdom,Transport,Timeseries,Data Series,Cycling %,118,21/03/2020,,,,,,
United Kingdom,Transport,Timeseries,Data Series,Cycling %,126,22/03/2020,,,,,,
United Kingdom,Transport,Timeseries,Data Series,Cycling %,86,23/03/2020,,,,,,
United Kingdom,Transport,Timeseries,Data Series,Cycling %,85,24/03/2020,,,,,,
United Kingdom,Transport,Timeseries,Data Series,Cycling %,128,25/03/2020,,,,,,
United Kingdom,Transport,Timeseries,Data Series,Cycling %,132,26/03/2020,,,,,,
United Kingdom,Transport,Timeseries,Data Series,Cycling %,106,27/03/2020,,,,,,
United Kingdom,Transport,Timeseries,Data Series,Cycling %,125,28/03/2020,,,,,,
United Kingdom,Transport,Timeseries,Data Series,Cycling %,83,29/03/2020,,,,,,
United Kingdom,Transport,Timeseries,Data Series,Cycling %,72,30/03/2020,,,,,,
United Kingdom,Transport,Timeseries,Data Series,Cycling %,96,31/03/2020,,,,,,
United Kingdom,Transport,Timeseries,Data Series,Cycling %,111,01/04/2020,,,,,,
United Kingdom,Transport,Timeseries,Data Series,Cycling %,110,02/04/2020,,,,,,
United Kingdom,Transport,Timeseries,Data Series,Cycling %,112,03/04/2020,,,,,,
United Kingdom,Transport,Timeseries,Data Series,Cycling %,200,04/04/2020,,,,,,
United Kingdom,Transport,Timeseries,Data Series,Cycling %,225,05/04/2020,,,,,,
United Kingdom,Transport,Timeseries,Data Series,Cycling %,105,06/04/2020,,,,,,
United Kingdom,Transport,Timeseries,Data Series,Cycling %,137,07/04/2020,,,,,,
United Kingdom,Transport,Timeseries,Data Series,Cycling %,155,08/04/2020,,,,,,
United Kingdom,Transport,Timeseries,Data Series,Cycling %,168,09/04/2020,,,,,,
United Kingdom,Transport,Timeseries,Data Series,Cycling %,179,10/04/2020,,,,,,
United Kingdom,Transport,Timeseries,Data Series,Cycling %,288,11/04/2020,,,,,,
United Kingdom,Transport,Timeseries,Data Series,Cycling %,248,12/04/2020,,,,,,
United Kingdom,Transport,Timeseries,Data Series,Cycling %,121,13/04/2020,,,,,,
United Kingdom,Transport,Timeseries,Data Series,Cycling %,134,14/04/2020,,,,,,
United Kingdom,Transport,Timeseries,Data Series,Cycling %,194,15/04/2020,,,,,,
United Kingdom,Transport,Timeseries,Data Series,Cycling %,203,16/04/2020,,,,,,
United Kingdom,Transport,Timeseries,Data Series,Cycling %,101,17/04/2020,,,,,,
United Kingdom,Transport,Timeseries,Data Series,Cycling %,143,18/04/2020,,,,,,
United Kingdom,Transport,Timeseries,Data Series,Cycling %,321,19/04/2020,,,,,,
United Kingdom,Transport,Timeseries,Data Series,Cycling %,139,20/04/2020,,,,,,
United Kingdom,Transport,Timeseries,Data Series,Cycling %,150,21/04/2020,,,,,,
United Kingdom,Transport,Timeseries,Data Series,Cycling %,201,22/04/2020,,,,,,
United Kingdom,Transport,Timeseries,Data Series,Cycling %,220,23/04/2020,,,,,,
United Kingdom,Transport,Timeseries,Data Series,Cycling %,188,24/04/2020,,,,,,
United Kingdom,Transport,Timeseries,Data Series,Cycling %,292,25/04/2020,,,,,,
United Kingdom,Transport,Timeseries,Data Series,Cycling %,341,26/04/2020,,,,,,
United Kingdom,Transport,Timeseries,Data Series,Cycling %,158,27/04/2020,,,,,,
United Kingdom,Transport,Timeseries,Data Series,Cycling %,49,28/04/2020,,,,,,
United Kingdom,Transport,Timeseries,Data Series,Cycling %,112,29/04/2020,,,,,,
United Kingdom,Transport,Timeseries,Data Series,Cycling %,97,30/04/2020,,,,,,
United Kingdom,Transport,Timeseries,Data Series,Cycling %,123,01/05/2020,,,,,,
United Kingdom,Transport,Timeseries,Data Series,Cycling %,308,02/05/2020,,,,,,
United Kingdom,Transport,Timeseries,Data Series,Cycling %,257,03/05/2020,,,,,,
United Kingdom,Transport,Timeseries,Data Series,Cycling %,155,04/05/2020,,,,,,
United Kingdom,Transport,Timeseries,Data Series,Cycling %,131,05/05/2020,,,,,,
United Kingdom,Transport,Timeseries,Data Series,Cycling %,227,06/05/2020,,,,,,
United Kingdom,Transport,Timeseries,Data Series,Cycling %,225,07/05/2020,,,,,,
United Kingdom,Transport,Timeseries,Data Series,Cycling %,237,08/05/2020,,,,,,
United Kingdom,Transport,Timeseries,Data Series,Cycling %,384,09/05/2020,,,,,,
United Kingdom,Transport,Timeseries,Data Series,Cycling %,150,10/05/2020,,,,,,
United Kingdom,Transport,Timeseries,Data Series,Cycling %,100,11/05/2020,,,,,,
United Kingdom,Transport,Timeseries,Data Series,Cycling %,144,12/05/2020,,,,,,
United Kingdom,Transport,Timeseries,Data Series,Cycling %,152,13/05/2020,,,,,,
United Kingdom,Transport,Timeseries,Data Series,Cycling %,210,14/05/2020,,,,,,
United Kingdom,Transport,Timeseries,Data Series,Cycling %,174,15/05/2020,,,,,,
United Kingdom,Transport,Timeseries,Data Series,Cycling %,316,16/05/2020,,,,,,
United Kingdom,Transport,Timeseries,Data Series,Cycling %,311,17/05/2020,,,,,,
United Kingdom,Transport,Timeseries,Data Series,Cycling %,164,18/05/2020,,,,,,
United Kingdom,Transport,Timeseries,Data Series,Cycling %,168,19/05/2020,,,,,,
United Kingdom,Transport,Timeseries,Data Series,Cycling %,231,20/05/2020,,,,,,
United Kingdom,Transport,Timeseries,Data Series,Cycling %,224,21/05/2020,,,,,,
United Kingdom,Transport,Timeseries,Data Series,Cycling %,121,22/05/2020,,,,,,
United Kingdom,Transport,Timeseries,Data Series,Cycling %,161,23/05/2020,,,,,,
United Kingdom,Transport,Timeseries,Data Series,Cycling %,263,24/05/2020,,,,,,
United Kingdom,Transport,Timeseries,Data Series,Cycling %,283,25/05/2020,,,,,,
United Kingdom,Transport,Timeseries,Data Series,Cycling %,166,26/05/2020,,,,,,
United Kingdom,Transport,Timeseries,Data Series,Cycling %,225,27/05/2020,,,,,,
United Kingdom,Transport,Timeseries,Data Series,Cycling %,235,28/05/2020,,,,,,
United Kingdom,Transport,Timeseries,Data Series,Cycling %,197,29/05/2020,,,,,,
United Kingdom,Transport,Timeseries,Data Series,Cycling %,322,30/05/2020,,,,,,
United Kingdom,Transport,Timeseries,Data Series,Cycling %,321,31/05/2020,,,,,,
United Kingdom,Transport,Timeseries,Data Series,Cycling %,183,01/06/2020,,,,,,
United Kingdom,Transport,Timeseries,Data Series,Cycling %,183,02/06/2020,,,,,,
United Kingdom,Transport,Timeseries,Data Series,Cycling %,119,03/06/2020,,,,,,
United Kingdom,Transport,Timeseries,Data Series,Cycling %,169,04/06/2020,,,,,,
United Kingdom,Transport,Timeseries,Data Series,Cycling %,114,05/06/2020,,,,,,
United Kingdom,Transport,Timeseries,Data Series,Cycling %,125,06/06/2020,,,,,,
United Kingdom,Transport,Timeseries,Data Series,Cycling %,222,07/06/2020,,,,,,
United Kingdom,Transport,Timeseries,Data Series,Cycling %,164,08/06/2020,,,,,,
United Kingdom,Transport,Timeseries,Data Series,Cycling %,169,09/06/2020,,,,,,
United Kingdom,Transport,Timeseries,Data Series,Cycling %,125,10/06/2020,,,,,,
United Kingdom,Transport,Timeseries,Data Series,Cycling %,124,11/06/2020,,,,,,
United Kingdom,Transport,Timeseries,Data Series,Cycling %,113,12/06/2020,,,,,,
United Kingdom,Transport,Timeseries,Data Series,Cycling %,286,13/06/2020,,,,,,
United Kingdom,Transport,Timeseries,Data Series,Cycling %,304,14/06/2020,,,,,,
United Kingdom,Transport,Timeseries,Data Series,Cycling %,168,15/06/2020,,,,,,
United Kingdom,Transport,Timeseries,Data Series,Cycling %,145,16/06/2020,,,,,,
United Kingdom,Transport,Timeseries,Data Series,Cycling %,167,17/06/2020,,,,,,
United Kingdom,Transport,Timeseries,Data Series,Cycling %,95,18/06/2020,,,,,,
United Kingdom,Transport,Timeseries,Data Series,Cycling %,118,19/06/2020,,,,,,
United Kingdom,Transport,Timeseries,Data Series,Cycling %,286,20/06/2020,,,,,,
United Kingdom,Transport,Timeseries,Data Series,Cycling %,186,21/06/2020,,,,,,
United Kingdom,Transport,Timeseries,Data Series,Cycling %,179,22/06/2020,,,,,,
United Kingdom,Transport,Timeseries,Data Series,Cycling %,180,23/06/2020,,,,,,
United Kingdom,Transport,Timeseries,Data Series,Cycling %,201,24/06/2020,,,,,,
United Kingdom,Transport,Timeseries,Data Series,Cycling %,243,25/06/2020,,,,,,
United Kingdom,Transport,Timeseries,Data Series,Cycling %,147,26/06/2020,,,,,,
United Kingdom,Transport,Timeseries,Data Series,Cycling %,127,27/06/2020,,,,,,
United Kingdom,Transport,Timeseries,Data Series,Cycling %,180,28/06/2020,,,,,,
United Kingdom,Transport,Timeseries,Data Series,Cycling %,93,29/06/2020,,,,,,
United Kingdom,Transport,Timeseries,Data Series,Cycling %,125,30/06/2020,,,,,,
United Kingdom,Transport,Timeseries,Data Series,Cycling %,155,01/07/2020,,,,,,
United Kingdom,Transport,Timeseries,Data Series,Cycling %,155,02/07/2020,,,,,,
United Kingdom,Transport,Timeseries,Data Series,Cycling %,114,03/07/2020,,,,,,
United Kingdom,Transport,Timeseries,Data Series,Cycling %,178,04/07/2020,,,,,,
United Kingdom,Transport,Timeseries,Data Series,Cycling %,176,05/07/2020,,,,,,
United Kingdom,Transport,Timeseries,Data Series,Cycling %,138,06/07/2020,,,,,,
United Kingdom,Transport,Timeseries,Data Series,Cycling %,109,07/07/2020,,,,,,
United Kingdom,Transport,Timeseries,Data Series,Cycling %,100,08/07/2020,,,,,,
United Kingdom,Transport,Timeseries,Data Series,Cycling %,112,09/07/2020,,,,,,
United Kingdom,Transport,Timeseries,Data Series,Cycling %,133,10/07/2020,,,,,,
United Kingdom,Transport,Timeseries,Data Series,Cycling %,232,11/07/2020,,,,,,
United Kingdom,Transport,Timeseries,Data Series,Cycling %,253,12/07/2020,,,,,,
United Kingdom,Transport,Timeseries,Data Series,Cycling %,110,13/07/2020,,,,,,
United Kingdom,Transport,Timeseries,Data Series,Cycling %,125,14/07/2020,,,,,,
United Kingdom,Transport,Timeseries,Data Series,Cycling %,127,15/07/2020,,,,,,
United Kingdom,Transport,Timeseries,Data Series,Cycling %,164,16/07/2020,,,,,,
United Kingdom,Transport,Timeseries,Data Series,Cycling %,134,17/07/2020,,,,,,
United Kingdom,Transport,Timeseries,Data Series,Cycling %,186,18/07/2020,,,,,,
United Kingdom,Transport,Timeseries,Data Series,Cycling %,195,19/07/2020,,,,,,
United Kingdom,Transport,Timeseries,Data Series,Cycling %,144,20/07/2020,,,,,,
United Kingdom,Transport,Timeseries,Data Series,Cycling %,133,21/07/2020,,,,,,
United Kingdom,Transport,Timeseries,Data Series,Cycling %,151,22/07/2020,,,,,,
United Kingdom,Transport,Timeseries,Data Series,Cycling %,137,23/07/2020,,,,,,
United Kingdom,Transport,Timeseries,Data Series,Cycling %,130,24/07/2020,,,,,,
United Kingdom,Transport,Timeseries,Data Series,Cycling %,116,25/07/2020,,,,,,
United Kingdom,Transport,Timeseries,Data Series,Cycling %,207,26/07/2020,,,,,,
United Kingdom,Transport,Timeseries,Data Series,Cycling %,66,27/07/2020,,,,,,
United Kingdom,Transport,Timeseries,Data Series,Cycling %,114,28/07/2020,,,,,,
United Kingdom,Transport,Timeseries,Data Series,Cycling %,159,29/07/2020,,,,,,
United Kingdom,Transport,Timeseries,Data Series,Cycling %,175,30/07/2020,,,,,,
United Kingdom,Transport,Timeseries,Data Series,Cycling %,124,31/07/2020,,,,,,
United Kingdom,Transport,Timeseries,Data Series,Cycling %,189,01/08/2020,,,,,,
United Kingdom,Transport,Timeseries,Data Series,Cycling %,188,02/08/2020,,,,,,
United Kingdom,Transport,Timeseries,Data Series,Cycling %,125,03/08/2020,,,,,,
United Kingdom,Transport,Timeseries,Data Series,Cycling %,105,04/08/2020,,,,,,
United Kingdom,Transport,Timeseries,Data Series,Cycling %,120,05/08/2020,,,,,,
United Kingdom,Transport,Timeseries,Data Series,Cycling %,157,06/08/2020,,,,,,
United Kingdom,Transport,Timeseries,Data Series,Cycling %,126,07/08/2020,,,,,,
United Kingdom,Transport,Timeseries,Data Series,Cycling %,202,08/08/2020,,,,,,
United Kingdom,Transport,Timeseries,Data Series,Cycling %,189,09/08/2020,,,,,,
United Kingdom,Transport,Timeseries,Data Series,Cycling %,122,10/08/2020,,,,,,
United Kingdom,Transport,Timeseries,Data Series,Cycling %,119,11/08/2020,,,,,,
United Kingdom,Transport,Timeseries,Data Series,Cycling %,129,12/08/2020,,,,,,
United Kingdom,Transport,Timeseries,Data Series,Cycling %,125,13/08/2020,,,,,,
United Kingdom,Transport,Timeseries,Data Series,Cycling %,96,14/08/2020,,,,,,
United Kingdom,Transport,Timeseries,Data Series,Cycling %,135,15/08/2020,,,,,,
United Kingdom,Transport,Timeseries,Data Series,Cycling %,132,16/08/2020,,,,,,
United Kingdom,Transport,Timeseries,Data Series,Cycling %,102,17/08/2020,,,,,,
United Kingdom,Transport,Timeseries,Data Series,Cycling %,108,18/08/2020,,,,,,
United Kingdom,Transport,Timeseries,Data Series,Cycling %,82,19/08/2020,,,,,,
United Kingdom,Transport,Timeseries,Data Series,Cycling %,184,20/08/2020,,,,,,
United Kingdom,Transport,Timeseries,Data Series,Cycling %,62,21/08/2020,,,,,,
United Kingdom,Transport,Timeseries,Data Series,Cycling %,143,22/08/2020,,,,,,
United Kingdom,Transport,Timeseries,Data Series,Cycling %,167,23/08/2020,,,,,,
United Kingdom,Transport,Timeseries,Data Series,Cycling %,114,24/08/2020,,,,,,
United Kingdom,Transport,Timeseries,Data Series,Cycling %,44,25/08/2020,,,,,,
United Kingdom,Transport,Timeseries,Data Series,Cycling %,121,26/08/2020,,,,,,
United Kingdom,Transport,Timeseries,Data Series,Cycling %,94,27/08/2020,,,,,,
United Kingdom,Transport,Timeseries,Data Series,Cycling %,66,28/08/2020,,,,,,
United Kingdom,Transport,Timeseries,Data Series,Cycling %,133,29/08/2020,,,,,,
United Kingdom,Transport,Timeseries,Data Series,Cycling %,178,30/08/2020,,,,,,
United Kingdom,Transport,Timeseries,Data Series,Cycling %,132,31/08/2020,,,,,,
United Kingdom,Transport,Timeseries,Data Series,Cycling %,115,01/09/2020,,,,,,
United Kingdom,Transport,Timeseries,Data Series,Cycling %,107,02/09/2020,,,,,,
United Kingdom,Transport,Timeseries,Data Series,Cycling %,126,03/09/2020,,,,,,
United Kingdom,Transport,Timeseries,Data Series,Cycling %,106,04/09/2020,,,,,,
United Kingdom,Transport,Timeseries,Data Series,Cycling %,175,05/09/2020,,,,,,
United Kingdom,Transport,Timeseries,Data Series,Cycling %,177,06/09/2020,,,,,,
United Kingdom,Transport,Timeseries,Data Series,Cycling %,99,07/09/2020,,,,,,
United Kingdom,Transport,Timeseries,Data Series,Cycling %,111,08/09/2020,,,,,,
United Kingdom,Transport,Timeseries,Data Series,Cycling %,142,09/09/2020,,,,,,
United Kingdom,Transport,Timeseries,Data Series,Cycling %,143,10/09/2020,,,,,,
United Kingdom,Transport,Timeseries,Data Series,Cycling %,99,11/09/2020,,,,,,
United Kingdom,Transport,Timeseries,Data Series,Cycling %,168,12/09/2020,,,,,,
United Kingdom,Transport,Timeseries,Data Series,Cycling %,195,13/09/2020,,,,,,
United Kingdom,Transport,Timeseries,Data Series,Cycling %,122,14/09/2020,,,,,,
United Kingdom,Transport,Timeseries,Data Series,Cycling %,117,15/09/2020,,,,,,
United Kingdom,Transport,Timeseries,Data Series,Cycling %,133,16/09/2020,,,,,,
United Kingdom,Transport,Timeseries,Data Series,Cycling %,154,17/09/2020,,,,,,
United Kingdom,Transport,Timeseries,Data Series,Cycling %,119,18/09/2020,,,,,,
United Kingdom,Transport,Timeseries,Data Series,Cycling %,167,19/09/2020,,,,,,
United Kingdom,Transport,Timeseries,Data Series,Cycling %,182,20/09/2020,,,,,,
United Kingdom,Transport,Timeseries,Data Series,Cycling %,125,21/09/2020,,,,,,
United Kingdom,Transport,Timeseries,Data Series,Cycling %,122,22/09/2020,,,,,,
United Kingdom,Transport,Timeseries,Data Series,Cycling %,81,23/09/2020,,,,,,
United Kingdom,Transport,Timeseries,Data Series,Cycling %,116,24/09/2020,,,,,,
United Kingdom,Transport,Timeseries,Data Series,Cycling %,87,25/09/2020,,,,,,
United Kingdom,Transport,Timeseries,Data Series,Cycling %,123,26/09/2020,,,,,,
United Kingdom,Transport,Timeseries,Data Series,Cycling %,137,27/09/2020,,,,,,
United Kingdom,Transport,Timeseries,Data Series,Cycling %,114,28/09/2020,,,,,,
United Kingdom,Transport,Timeseries,Data Series,Cycling %,104,29/09/2020,,,,,,
United Kingdom,Transport,Timeseries,Data Series,Cycling %,86,30/09/2020,,,,,,
