Country,Category,Series,Data Type,Data,Values,Date
United Kingdom,Spending,Timeseries,Data Series,Social,96.7,2020-02-10
United Kingdom,Spending,Timeseries,Data Series,Social,96.41,2020-02-11
United Kingdom,Spending,Timeseries,Data Series,Social,96.31,2020-02-12
United Kingdom,Spending,Timeseries,Data Series,Social,96.35,2020-02-13
United Kingdom,Spending,Timeseries,Data Series,Social,96.21,2020-02-14
United Kingdom,Spending,Timeseries,Data Series,Social,95.8,2020-02-17
United Kingdom,Spending,Timeseries,Data Series,Social,101.02,2020-02-18
United Kingdom,Spending,Timeseries,Data Series,Social,102.61,2020-02-19
United Kingdom,Spending,Timeseries,Data Series,Social,104.29,2020-02-20
United Kingdom,Spending,Timeseries,Data Series,Social,106.22,2020-02-21
United Kingdom,Spending,Timeseries,Data Series,Social,108.46,2020-02-24
United Kingdom,Spending,Timeseries,Data Series,Social,102.83,2020-02-25
United Kingdom,Spending,Timeseries,Data Series,Social,100.15,2020-02-26
United Kingdom,Spending,Timeseries,Data Series,Social,97.78,2020-02-27
United Kingdom,Spending,Timeseries,Data Series,Social,95.79,2020-02-28
United Kingdom,Spending,Timeseries,Data Series,Social,98.01,2020-03-02
United Kingdom,Spending,Timeseries,Data Series,Social,98.43,2020-03-03
United Kingdom,Spending,Timeseries,Data Series,Social,98.97,2020-03-04
United Kingdom,Spending,Timeseries,Data Series,Social,98.65,2020-03-05
United Kingdom,Spending,Timeseries,Data Series,Social,98.77,2020-03-06
United Kingdom,Spending,Timeseries,Data Series,Social,95.6,2020-03-09
United Kingdom,Spending,Timeseries,Data Series,Social,94.49,2020-03-10
United Kingdom,Spending,Timeseries,Data Series,Social,94.43,2020-03-11
United Kingdom,Spending,Timeseries,Data Series,Social,93.94,2020-03-12
United Kingdom,Spending,Timeseries,Data Series,Social,91.01,2020-03-13
United Kingdom,Spending,Timeseries,Data Series,Social,80.76,2020-03-16
United Kingdom,Spending,Timeseries,Data Series,Social,76.5,2020-03-17
United Kingdom,Spending,Timeseries,Data Series,Social,72.38,2020-03-18
United Kingdom,Spending,Timeseries,Data Series,Social,66.14,2020-03-19
United Kingdom,Spending,Timeseries,Data Series,Social,61.07,2020-03-20
United Kingdom,Spending,Timeseries,Data Series,Social,39.33,2020-03-23
United Kingdom,Spending,Timeseries,Data Series,Social,36.41,2020-03-24
United Kingdom,Spending,Timeseries,Data Series,Social,30.94,2020-03-25
United Kingdom,Spending,Timeseries,Data Series,Social,28.17,2020-03-26
United Kingdom,Spending,Timeseries,Data Series,Social,25.58,2020-03-27
United Kingdom,Spending,Timeseries,Data Series,Social,17.26,2020-03-30
United Kingdom,Spending,Timeseries,Data Series,Social,19.02,2020-03-31
United Kingdom,Spending,Timeseries,Data Series,Social,19.23,2020-04-01
United Kingdom,Spending,Timeseries,Data Series,Social,19.51,2020-04-02
United Kingdom,Spending,Timeseries,Data Series,Social,19.77,2020-04-03
United Kingdom,Spending,Timeseries,Data Series,Social,23.68,2020-04-06
United Kingdom,Spending,Timeseries,Data Series,Social,21.16,2020-04-07
United Kingdom,Spending,Timeseries,Data Series,Social,20.53,2020-04-08
United Kingdom,Spending,Timeseries,Data Series,Social,20.61,2020-04-09
United Kingdom,Spending,Timeseries,Data Series,Social,19.99,2020-04-14
United Kingdom,Spending,Timeseries,Data Series,Social,20.58,2020-04-15
United Kingdom,Spending,Timeseries,Data Series,Social,20.58,2020-04-16
United Kingdom,Spending,Timeseries,Data Series,Social,20.3,2020-04-17
United Kingdom,Spending,Timeseries,Data Series,Social,21.88,2020-04-20
United Kingdom,Spending,Timeseries,Data Series,Social,20.86,2020-04-21
United Kingdom,Spending,Timeseries,Data Series,Social,20.92,2020-04-22
United Kingdom,Spending,Timeseries,Data Series,Social,21.42,2020-04-23
United Kingdom,Spending,Timeseries,Data Series,Social,21.64,2020-04-24
United Kingdom,Spending,Timeseries,Data Series,Social,22.8,2020-04-27
United Kingdom,Spending,Timeseries,Data Series,Social,23.09,2020-04-28
United Kingdom,Spending,Timeseries,Data Series,Social,23.62,2020-04-29
United Kingdom,Spending,Timeseries,Data Series,Social,23.7,2020-04-30
United Kingdom,Spending,Timeseries,Data Series,Social,24.42,2020-05-01
United Kingdom,Spending,Timeseries,Data Series,Social,25.45,2020-05-04
United Kingdom,Spending,Timeseries,Data Series,Social,25.75,2020-05-05
United Kingdom,Spending,Timeseries,Data Series,Social,25.59,2020-05-06
United Kingdom,Spending,Timeseries,Data Series,Social,25.77,2020-05-07
United Kingdom,Spending,Timeseries,Data Series,Social,26.82,2020-05-11
United Kingdom,Spending,Timeseries,Data Series,Social,27.07,2020-05-12
United Kingdom,Spending,Timeseries,Data Series,Social,27.54,2020-05-13
United Kingdom,Spending,Timeseries,Data Series,Social,27.71,2020-05-14
United Kingdom,Spending,Timeseries,Data Series,Social,27.47,2020-05-15
United Kingdom,Spending,Timeseries,Data Series,Social,29.92,2020-05-18
United Kingdom,Spending,Timeseries,Data Series,Social,30.08,2020-05-19
United Kingdom,Spending,Timeseries,Data Series,Social,30.02,2020-05-20
United Kingdom,Spending,Timeseries,Data Series,Social,30.34,2020-05-21
United Kingdom,Spending,Timeseries,Data Series,Social,30.97,2020-05-22
United Kingdom,Spending,Timeseries,Data Series,Social,33.63,2020-05-26
United Kingdom,Spending,Timeseries,Data Series,Social,35,2020-05-27
United Kingdom,Spending,Timeseries,Data Series,Social,35.43,2020-05-28
United Kingdom,Spending,Timeseries,Data Series,Social,35.77,2020-05-29
United Kingdom,Spending,Timeseries,Data Series,Social,38.52,2020-06-01
United Kingdom,Spending,Timeseries,Data Series,Social,37.14,2020-06-02
United Kingdom,Spending,Timeseries,Data Series,Social,37.17,2020-06-03
United Kingdom,Spending,Timeseries,Data Series,Social,38.17,2020-06-04
United Kingdom,Spending,Timeseries,Data Series,Social,38.79,2020-06-05
United Kingdom,Spending,Timeseries,Data Series,Social,41.08,2020-06-08
United Kingdom,Spending,Timeseries,Data Series,Social,41.07,2020-06-09
United Kingdom,Spending,Timeseries,Data Series,Social,41.11,2020-06-10
United Kingdom,Spending,Timeseries,Data Series,Social,41.38,2020-06-11
United Kingdom,Spending,Timeseries,Data Series,Social,41.2,2020-06-12
United Kingdom,Spending,Timeseries,Data Series,Social,41.48,2020-06-15
United Kingdom,Spending,Timeseries,Data Series,Social,42.16,2020-06-16
United Kingdom,Spending,Timeseries,Data Series,Social,42.87,2020-06-17
United Kingdom,Spending,Timeseries,Data Series,Social,43.28,2020-06-18
United Kingdom,Spending,Timeseries,Data Series,Social,43.82,2020-06-19
United Kingdom,Spending,Timeseries,Data Series,Social,44.76,2020-06-22
United Kingdom,Spending,Timeseries,Data Series,Social,44.76,2020-06-23
United Kingdom,Spending,Timeseries,Data Series,Social,44.5,2020-06-24
United Kingdom,Spending,Timeseries,Data Series,Social,41.51,2020-06-25
United Kingdom,Spending,Timeseries,Data Series,Social,45.48,2020-06-26
United Kingdom,Spending,Timeseries,Data Series,Social,48.43,2020-06-29
United Kingdom,Spending,Timeseries,Data Series,Social,49.73,2020-06-30
United Kingdom,Spending,Timeseries,Data Series,Social,50.81,2020-07-01
United Kingdom,Spending,Timeseries,Data Series,Social,52.36,2020-07-02
United Kingdom,Spending,Timeseries,Data Series,Social,48.4,2020-07-03
United Kingdom,Spending,Timeseries,Data Series,Social,49.73,2020-07-06
United Kingdom,Spending,Timeseries,Data Series,Social,50.21,2020-07-07
United Kingdom,Spending,Timeseries,Data Series,Social,50.74,2020-07-08
United Kingdom,Spending,Timeseries,Data Series,Social,53.35,2020-07-09
United Kingdom,Spending,Timeseries,Data Series,Social,54.16,2020-07-10
United Kingdom,Spending,Timeseries,Data Series,Social,55.86,2020-07-13
United Kingdom,Spending,Timeseries,Data Series,Social,55.9,2020-07-14
United Kingdom,Spending,Timeseries,Data Series,Social,56.09,2020-07-15
United Kingdom,Spending,Timeseries,Data Series,Social,55.88,2020-07-16
United Kingdom,Spending,Timeseries,Data Series,Social,56.78,2020-07-17
United Kingdom,Spending,Timeseries,Data Series,Social,55.45,2020-07-20
United Kingdom,Spending,Timeseries,Data Series,Social,54.11,2020-07-21
United Kingdom,Spending,Timeseries,Data Series,Social,51.82,2020-07-22
United Kingdom,Spending,Timeseries,Data Series,Social,49.06,2020-07-23
United Kingdom,Spending,Timeseries,Data Series,Social,50.68,2020-07-24
United Kingdom,Spending,Timeseries,Data Series,Social,51.82,2020-07-27
United Kingdom,Spending,Timeseries,Data Series,Social,52.96,2020-07-28
United Kingdom,Spending,Timeseries,Data Series,Social,55.61,2020-07-29
United Kingdom,Spending,Timeseries,Data Series,Social,59.18,2020-07-30
United Kingdom,Spending,Timeseries,Data Series,Social,58.88,2020-07-31
United Kingdom,Spending,Timeseries,Data Series,Social,59.57,2020-08-03
United Kingdom,Spending,Timeseries,Data Series,Social,59.99,2020-08-04
United Kingdom,Spending,Timeseries,Data Series,Social,60.47,2020-08-05
United Kingdom,Spending,Timeseries,Data Series,Social,60.61,2020-08-06
United Kingdom,Spending,Timeseries,Data Series,Social,60.6,2020-08-07
United Kingdom,Spending,Timeseries,Data Series,Social,59.53,2020-08-10
United Kingdom,Spending,Timeseries,Data Series,Social,59.84,2020-08-11
United Kingdom,Spending,Timeseries,Data Series,Social,60.02,2020-08-12
United Kingdom,Spending,Timeseries,Data Series,Social,59.97,2020-08-13
United Kingdom,Spending,Timeseries,Data Series,Social,60.21,2020-08-14
United Kingdom,Spending,Timeseries,Data Series,Social,60.92,2020-08-17
United Kingdom,Spending,Timeseries,Data Series,Social,61,2020-08-18
United Kingdom,Spending,Timeseries,Data Series,Social,60.98,2020-08-19
United Kingdom,Spending,Timeseries,Data Series,Social,61.7,2020-08-20
United Kingdom,Spending,Timeseries,Data Series,Social,60.73,2020-08-21
United Kingdom,Spending,Timeseries,Data Series,Social,63.04,2020-08-24
United Kingdom,Spending,Timeseries,Data Series,Social,62.96,2020-08-25
United Kingdom,Spending,Timeseries,Data Series,Social,60.61,2020-08-26
United Kingdom,Spending,Timeseries,Data Series,Social,62.36,2020-08-27
United Kingdom,Spending,Timeseries,Data Series,Social,64.11,2020-08-28
United Kingdom,Spending,Timeseries,Data Series,Social,68.42,2020-09-01
United Kingdom,Spending,Timeseries,Data Series,Social,71.18,2020-09-02
United Kingdom,Spending,Timeseries,Data Series,Social,69.75,2020-09-03
United Kingdom,Spending,Timeseries,Data Series,Social,69.44,2020-09-04
United Kingdom,Spending,Timeseries,Data Series,Social,70.92,2020-09-07
United Kingdom,Spending,Timeseries,Data Series,Social,66.33,2020-09-08
United Kingdom,Spending,Timeseries,Data Series,Social,66.34,2020-09-09
United Kingdom,Spending,Timeseries,Data Series,Social,65.94,2020-09-10
United Kingdom,Spending,Timeseries,Data Series,Social,65.43,2020-09-11
United Kingdom,Spending,Timeseries,Data Series,Social,65.11,2020-09-14
United Kingdom,Spending,Timeseries,Data Series,Social,64.65,2020-09-15
United Kingdom,Spending,Timeseries,Data Series,Social,64.58,2020-09-16
United Kingdom,Spending,Timeseries,Data Series,Social,65.2,2020-09-17
United Kingdom,Spending,Timeseries,Data Series,Social,62.84,2020-09-18
United Kingdom,Spending,Timeseries,Data Series,Social,64.97,2020-09-21
United Kingdom,Spending,Timeseries,Data Series,Social,64.49,2020-09-22
United Kingdom,Spending,Timeseries,Data Series,Social,63.86,2020-09-23
United Kingdom,Spending,Timeseries,Data Series,Social,62.62,2020-09-24
United Kingdom,Spending,Timeseries,Data Series,Social,64.51,2020-09-25
United Kingdom,Spending,Timeseries,Data Series,Social,62.51,2020-09-28
United Kingdom,Spending,Timeseries,Data Series,Social,62.54,2020-09-29
United Kingdom,Spending,Timeseries,Data Series,Social,62.71,2020-09-30
United Kingdom,Spending,Timeseries,Data Series,Social,63.25,2020-10-01
United Kingdom,Spending,Timeseries,Data Series,Social,63.57,2020-10-02
United Kingdom,Spending,Timeseries,Data Series,Social,64.27,2020-10-05
United Kingdom,Spending,Timeseries,Data Series,Social,64.47,2020-10-06
United Kingdom,Spending,Timeseries,Data Series,Social,64.2,2020-10-07
United Kingdom,Spending,Timeseries,Data Series,Social,63.52,2020-10-08
United Kingdom,Spending,Timeseries,Data Series,Social,59.74,2020-10-09
United Kingdom,Spending,Timeseries,Data Series,Social,61.33,2020-10-12
United Kingdom,Spending,Timeseries,Data Series,Social,60.82,2020-10-13
United Kingdom,Spending,Timeseries,Data Series,Social,60.72,2020-10-14
United Kingdom,Spending,Timeseries,Data Series,Social,60.46,2020-10-15
United Kingdom,Spending,Timeseries,Data Series,Social,63.84,2020-10-16
United Kingdom,Spending,Timeseries,Data Series,Social,60.17,2020-10-19
United Kingdom,Spending,Timeseries,Data Series,Social,60.19,2020-10-20
United Kingdom,Spending,Timeseries,Data Series,Social,60.16,2020-10-21
United Kingdom,Spending,Timeseries,Data Series,Social,60.44,2020-10-22
United Kingdom,Spending,Timeseries,Data Series,Social,60.48,2020-10-23
United Kingdom,Spending,Timeseries,Data Series,Social,61.1,2020-10-26
United Kingdom,Spending,Timeseries,Data Series,Social,61.65,2020-10-27
United Kingdom,Spending,Timeseries,Data Series,Social,62.29,2020-10-28
United Kingdom,Spending,Timeseries,Data Series,Social,62.7,2020-10-29
United Kingdom,Spending,Timeseries,Data Series,Social,63.54,2020-10-30
United Kingdom,Spending,Timeseries,Data Series,Social,66.01,2020-11-02
United Kingdom,Spending,Timeseries,Data Series,Social,66.32,2020-11-03
United Kingdom,Spending,Timeseries,Data Series,Social,65.29,2020-11-04
United Kingdom,Spending,Timeseries,Data Series,Social,64.97,2020-11-05
United Kingdom,Spending,Timeseries,Data Series,Social,62.81,2020-11-06
United Kingdom,Spending,Timeseries,Data Series,Social,53.85,2020-11-09
United Kingdom,Spending,Timeseries,Data Series,Social,52.44,2020-11-10
United Kingdom,Spending,Timeseries,Data Series,Social,51.3,2020-11-11
United Kingdom,Spending,Timeseries,Data Series,Social,50.89,2020-11-12
United Kingdom,Spending,Timeseries,Data Series,Social,51.56,2020-11-13
United Kingdom,Spending,Timeseries,Data Series,Social,53.99,2020-11-16
United Kingdom,Spending,Timeseries,Data Series,Social,53.49,2020-11-17
United Kingdom,Spending,Timeseries,Data Series,Social,53.56,2020-11-18
United Kingdom,Spending,Timeseries,Data Series,Social,52.23,2020-11-19
United Kingdom,Spending,Timeseries,Data Series,Social,51.6,2020-11-20
United Kingdom,Spending,Timeseries,Data Series,Social,52,2020-11-23
United Kingdom,Spending,Timeseries,Data Series,Social,52.19,2020-11-24
United Kingdom,Spending,Timeseries,Data Series,Social,52.38,2020-11-25
United Kingdom,Spending,Timeseries,Data Series,Social,53.2,2020-11-26
United Kingdom,Spending,Timeseries,Data Series,Social,53.85,2020-11-27
United Kingdom,Spending,Timeseries,Data Series,Social,55.15,2020-11-30
United Kingdom,Spending,Timeseries,Data Series,Social,55.45,2020-12-01
United Kingdom,Spending,Timeseries,Data Series,Social,56.38,2020-12-02
United Kingdom,Spending,Timeseries,Data Series,Social,56.81,2020-12-03
United Kingdom,Spending,Timeseries,Data Series,Social,57.62,2020-12-04
United Kingdom,Spending,Timeseries,Data Series,Social,59.9,2020-12-07
United Kingdom,Spending,Timeseries,Data Series,Social,60.41,2020-12-08
United Kingdom,Spending,Timeseries,Data Series,Social,60.82,2020-12-09
United Kingdom,Spending,Timeseries,Data Series,Social,61.22,2020-12-10
United Kingdom,Spending,Timeseries,Data Series,Social,61.13,2020-12-11
United Kingdom,Spending,Timeseries,Data Series,Social,61.56,2020-12-14
United Kingdom,Spending,Timeseries,Data Series,Social,61.65,2020-12-15
United Kingdom,Spending,Timeseries,Data Series,Social,61.82,2020-12-16
United Kingdom,Spending,Timeseries,Data Series,Social,61.1,2020-12-17
United Kingdom,Spending,Timeseries,Data Series,Social,60.75,2020-12-18
United Kingdom,Spending,Timeseries,Data Series,Social,58.54,2020-12-21
United Kingdom,Spending,Timeseries,Data Series,Social,57.63,2020-12-22
United Kingdom,Spending,Timeseries,Data Series,Social,56.81,2020-12-23
United Kingdom,Spending,Timeseries,Data Series,Social,56.38,2020-12-24
United Kingdom,Spending,Timeseries,Data Series,Social,39.58,2020-12-29
United Kingdom,Spending,Timeseries,Data Series,Social,39.5,2020-12-30
United Kingdom,Spending,Timeseries,Data Series,Social,39.33,2020-12-31
United Kingdom,Spending,Timeseries,Data Series,Social,43.79,2021-01-04
United Kingdom,Spending,Timeseries,Data Series,Social,47.71,2021-01-05
United Kingdom,Spending,Timeseries,Data Series,Social,46.28,2021-01-06
United Kingdom,Spending,Timeseries,Data Series,Social,45.04,2021-01-07
United Kingdom,Spending,Timeseries,Data Series,Social,44.07,2021-01-08
United Kingdom,Spending,Timeseries,Data Series,Social,44.56,2021-01-11
United Kingdom,Spending,Timeseries,Data Series,Social,44.26,2021-01-12
United Kingdom,Spending,Timeseries,Data Series,Social,44.23,2021-01-13
United Kingdom,Spending,Timeseries,Data Series,Social,44.3,2021-01-14
United Kingdom,Spending,Timeseries,Data Series,Social,44.91,2021-01-15
United Kingdom,Spending,Timeseries,Data Series,Social,45.39,2021-01-18
United Kingdom,Spending,Timeseries,Data Series,Social,45.1,2021-01-19
United Kingdom,Spending,Timeseries,Data Series,Social,45.1,2021-01-20
United Kingdom,Spending,Timeseries,Data Series,Social,45.08,2021-01-21
United Kingdom,Spending,Timeseries,Data Series,Social,45.41,2021-01-22
United Kingdom,Spending,Timeseries,Data Series,Social,46.44,2021-01-25
United Kingdom,Spending,Timeseries,Data Series,Social,47.18,2021-01-26
United Kingdom,Spending,Timeseries,Data Series,Social,47.81,2021-01-27
United Kingdom,Spending,Timeseries,Data Series,Social,48.59,2021-01-28
United Kingdom,Spending,Timeseries,Data Series,Social,48.8,2021-01-29
United Kingdom,Spending,Timeseries,Data Series,Social,52.58,2021-02-01
United Kingdom,Spending,Timeseries,Data Series,Social,56.21,2021-02-02
United Kingdom,Spending,Timeseries,Data Series,Social,56.43,2021-02-03
United Kingdom,Spending,Timeseries,Data Series,Social,56.85,2021-02-04
United Kingdom,Spending,Timeseries,Data Series,Social,57.71,2021-02-05
United Kingdom,Spending,Timeseries,Data Series,Social,57.41,2021-02-08
United Kingdom,Spending,Timeseries,Data Series,Social,55.12,2021-02-09
United Kingdom,Spending,Timeseries,Data Series,Social,55.35,2021-02-10
United Kingdom,Spending,Timeseries,Data Series,Social,54.97,2021-02-11
United Kingdom,Spending,Timeseries,Data Series,Social,54.88,2021-02-12
United Kingdom,Spending,Timeseries,Data Series,Social,56.05,2021-02-15
United Kingdom,Spending,Timeseries,Data Series,Social,57.37,2021-02-16
United Kingdom,Spending,Timeseries,Data Series,Social,57.08,2021-02-17
United Kingdom,Spending,Timeseries,Data Series,Social,57.05,2021-02-18
United Kingdom,Spending,Timeseries,Data Series,Social,57.34,2021-02-19
United Kingdom,Spending,Timeseries,Data Series,Social,59,2021-02-22
United Kingdom,Spending,Timeseries,Data Series,Social,57.87,2021-02-23
United Kingdom,Spending,Timeseries,Data Series,Social,58.72,2021-02-24
United Kingdom,Spending,Timeseries,Data Series,Social,59.38,2021-02-25
United Kingdom,Spending,Timeseries,Data Series,Social,59.9,2021-02-26
United Kingdom,Spending,Timeseries,Data Series,Social,63.11,2021-03-01
United Kingdom,Spending,Timeseries,Data Series,Social,64.1,2021-03-02
United Kingdom,Spending,Timeseries,Data Series,Social,64.45,2021-03-03
United Kingdom,Spending,Timeseries,Data Series,Social,64.63,2021-03-04
United Kingdom,Spending,Timeseries,Data Series,Social,64.96,2021-03-05
United Kingdom,Spending,Timeseries,Data Series,Social,64.33,2021-03-08
United Kingdom,Spending,Timeseries,Data Series,Social,64.03,2021-03-09
United Kingdom,Spending,Timeseries,Data Series,Social,63.85,2021-03-10
United Kingdom,Spending,Timeseries,Data Series,Social,63.46,2021-03-11
United Kingdom,Spending,Timeseries,Data Series,Social,62.76,2021-03-12
United Kingdom,Spending,Timeseries,Data Series,Social,63.91,2021-03-15
United Kingdom,Spending,Timeseries,Data Series,Social,64.88,2021-03-16
United Kingdom,Spending,Timeseries,Data Series,Social,66.41,2021-03-17
United Kingdom,Spending,Timeseries,Data Series,Social,67.15,2021-03-18
United Kingdom,Spending,Timeseries,Data Series,Social,68.2,2021-03-19
United Kingdom,Spending,Timeseries,Data Series,Social,68.41,2021-03-22
United Kingdom,Spending,Timeseries,Data Series,Social,67.47,2021-03-23
United Kingdom,Spending,Timeseries,Data Series,Social,61.42,2021-03-24
United Kingdom,Spending,Timeseries,Data Series,Social,65.62,2021-03-25
United Kingdom,Spending,Timeseries,Data Series,Social,65.34,2021-03-26
United Kingdom,Spending,Timeseries,Data Series,Social,67.25,2021-03-29
United Kingdom,Spending,Timeseries,Data Series,Social,67.6,2021-03-30
United Kingdom,Spending,Timeseries,Data Series,Social,73.38,2021-03-31
United Kingdom,Spending,Timeseries,Data Series,Social,70.4,2021-04-01
United Kingdom,Spending,Timeseries,Data Series,Social,70.03,2021-04-06
United Kingdom,Spending,Timeseries,Data Series,Social,72.13,2021-04-07
United Kingdom,Spending,Timeseries,Data Series,Social,71.77,2021-04-08
United Kingdom,Spending,Timeseries,Data Series,Social,71.07,2021-04-09
United Kingdom,Spending,Timeseries,Data Series,Social,75.15,2021-04-12
United Kingdom,Spending,Timeseries,Data Series,Social,74.7,2021-04-13
United Kingdom,Spending,Timeseries,Data Series,Social,72.58,2021-04-14
United Kingdom,Spending,Timeseries,Data Series,Social,72.29,2021-04-15
United Kingdom,Spending,Timeseries,Data Series,Social,72.02,2021-04-16
United Kingdom,Spending,Timeseries,Data Series,Social,70.64,2021-04-19
United Kingdom,Spending,Timeseries,Data Series,Social,70.43,2021-04-20
United Kingdom,Spending,Timeseries,Data Series,Social,70.7,2021-04-21
United Kingdom,Spending,Timeseries,Data Series,Social,70.69,2021-04-22
United Kingdom,Spending,Timeseries,Data Series,Social,70.6,2021-04-23
United Kingdom,Spending,Timeseries,Data Series,Social,71.8,2021-04-26
United Kingdom,Spending,Timeseries,Data Series,Social,72.02,2021-04-27
United Kingdom,Spending,Timeseries,Data Series,Social,72.71,2021-04-28
United Kingdom,Spending,Timeseries,Data Series,Social,74.05,2021-04-29
United Kingdom,Spending,Timeseries,Data Series,Staple,95.79,2020-01-13
United Kingdom,Spending,Timeseries,Data Series,Staple,94.28,2020-01-14
United Kingdom,Spending,Timeseries,Data Series,Staple,93.12,2020-01-15
United Kingdom,Spending,Timeseries,Data Series,Staple,93.54,2020-01-16
United Kingdom,Spending,Timeseries,Data Series,Staple,93.82,2020-01-17
United Kingdom,Spending,Timeseries,Data Series,Staple,95.19,2020-01-20
United Kingdom,Spending,Timeseries,Data Series,Staple,95.74,2020-01-21
United Kingdom,Spending,Timeseries,Data Series,Staple,96.47,2020-01-22
United Kingdom,Spending,Timeseries,Data Series,Staple,96.21,2020-01-23
United Kingdom,Spending,Timeseries,Data Series,Staple,96.39,2020-01-24
United Kingdom,Spending,Timeseries,Data Series,Staple,97.72,2020-01-27
United Kingdom,Spending,Timeseries,Data Series,Staple,98.87,2020-01-28
United Kingdom,Spending,Timeseries,Data Series,Staple,100.07,2020-01-29
United Kingdom,Spending,Timeseries,Data Series,Staple,100.4,2020-01-30
United Kingdom,Spending,Timeseries,Data Series,Staple,101.22,2020-01-31
United Kingdom,Spending,Timeseries,Data Series,Staple,104.16,2020-02-03
United Kingdom,Spending,Timeseries,Data Series,Staple,103.54,2020-02-04
United Kingdom,Spending,Timeseries,Data Series,Staple,103.02,2020-02-05
United Kingdom,Spending,Timeseries,Data Series,Staple,103.03,2020-02-06
United Kingdom,Spending,Timeseries,Data Series,Staple,102.48,2020-02-07
United Kingdom,Spending,Timeseries,Data Series,Staple,97.26,2020-02-10
United Kingdom,Spending,Timeseries,Data Series,Staple,96.77,2020-02-11
United Kingdom,Spending,Timeseries,Data Series,Staple,96.62,2020-02-12
United Kingdom,Spending,Timeseries,Data Series,Staple,97.23,2020-02-13
United Kingdom,Spending,Timeseries,Data Series,Staple,99.43,2020-02-14
United Kingdom,Spending,Timeseries,Data Series,Staple,102.12,2020-02-17
United Kingdom,Spending,Timeseries,Data Series,Staple,102.54,2020-02-18
United Kingdom,Spending,Timeseries,Data Series,Staple,102.02,2020-02-19
United Kingdom,Spending,Timeseries,Data Series,Staple,100.84,2020-02-20
United Kingdom,Spending,Timeseries,Data Series,Staple,98.32,2020-02-21
United Kingdom,Spending,Timeseries,Data Series,Staple,97.14,2020-02-24
United Kingdom,Spending,Timeseries,Data Series,Staple,97.13,2020-02-25
United Kingdom,Spending,Timeseries,Data Series,Staple,98.11,2020-02-26
United Kingdom,Spending,Timeseries,Data Series,Staple,98.14,2020-02-27
United Kingdom,Spending,Timeseries,Data Series,Staple,100.09,2020-02-28
United Kingdom,Spending,Timeseries,Data Series,Staple,106.84,2020-03-02
United Kingdom,Spending,Timeseries,Data Series,Staple,107.61,2020-03-03
United Kingdom,Spending,Timeseries,Data Series,Staple,109.51,2020-03-04
United Kingdom,Spending,Timeseries,Data Series,Staple,111.02,2020-03-05
United Kingdom,Spending,Timeseries,Data Series,Staple,111.18,2020-03-06
United Kingdom,Spending,Timeseries,Data Series,Staple,108.29,2020-03-09
United Kingdom,Spending,Timeseries,Data Series,Staple,108.85,2020-03-10
United Kingdom,Spending,Timeseries,Data Series,Staple,107.79,2020-03-11
United Kingdom,Spending,Timeseries,Data Series,Staple,108.04,2020-03-12
United Kingdom,Spending,Timeseries,Data Series,Staple,109.61,2020-03-13
United Kingdom,Spending,Timeseries,Data Series,Staple,115.72,2020-03-16
United Kingdom,Spending,Timeseries,Data Series,Staple,119.41,2020-03-17
United Kingdom,Spending,Timeseries,Data Series,Staple,123.52,2020-03-18
United Kingdom,Spending,Timeseries,Data Series,Staple,127.38,2020-03-19
United Kingdom,Spending,Timeseries,Data Series,Staple,129.11,2020-03-20
United Kingdom,Spending,Timeseries,Data Series,Staple,118.92,2020-03-23
United Kingdom,Spending,Timeseries,Data Series,Staple,113.7,2020-03-24
United Kingdom,Spending,Timeseries,Data Series,Staple,106.52,2020-03-25
United Kingdom,Spending,Timeseries,Data Series,Staple,100.3,2020-03-26
United Kingdom,Spending,Timeseries,Data Series,Staple,94.11,2020-03-27
United Kingdom,Spending,Timeseries,Data Series,Staple,87.2,2020-03-30
United Kingdom,Spending,Timeseries,Data Series,Staple,86.74,2020-03-31
United Kingdom,Spending,Timeseries,Data Series,Staple,89.54,2020-04-01
United Kingdom,Spending,Timeseries,Data Series,Staple,91.84,2020-04-02
United Kingdom,Spending,Timeseries,Data Series,Staple,93.14,2020-04-03
United Kingdom,Spending,Timeseries,Data Series,Staple,93.8,2020-04-06
United Kingdom,Spending,Timeseries,Data Series,Staple,94.29,2020-04-07
United Kingdom,Spending,Timeseries,Data Series,Staple,93.13,2020-04-08
United Kingdom,Spending,Timeseries,Data Series,Staple,93.41,2020-04-09
United Kingdom,Spending,Timeseries,Data Series,Staple,83.71,2020-04-14
United Kingdom,Spending,Timeseries,Data Series,Staple,87.54,2020-04-15
United Kingdom,Spending,Timeseries,Data Series,Staple,86.25,2020-04-16
United Kingdom,Spending,Timeseries,Data Series,Staple,88.79,2020-04-17
United Kingdom,Spending,Timeseries,Data Series,Staple,87.7,2020-04-20
United Kingdom,Spending,Timeseries,Data Series,Staple,97.43,2020-04-21
United Kingdom,Spending,Timeseries,Data Series,Staple,94.23,2020-04-22
United Kingdom,Spending,Timeseries,Data Series,Staple,94.94,2020-04-23
United Kingdom,Spending,Timeseries,Data Series,Staple,95.36,2020-04-24
United Kingdom,Spending,Timeseries,Data Series,Staple,98.63,2020-04-27
United Kingdom,Spending,Timeseries,Data Series,Staple,99.35,2020-04-28
United Kingdom,Spending,Timeseries,Data Series,Staple,100.3,2020-04-29
United Kingdom,Spending,Timeseries,Data Series,Staple,101.16,2020-04-30
